CustomerID,Age,Gender,ItemPurchased,Category,PurchaseAmount USD,Location,Color,Season,ReviewRating,SubscriptionStatus,PaymentMethod,ShippingType,DiscountApplied,PromoCodeUsed,PreviousPurchases,PreferredPaymentMethod,FrequencyofPurchases
186,46,Male,T-shirt,Clothing,32,Wisconsin,Silver,Summer,4.5,Yes,Bank Transfer,Store Pickup,Yes,Yes,34,Bank Transfer,Fortnightly
187,39,Male,Backpack,Accessories,56,Minnesota,Lavender,Summer,2.9,Yes,Debit Card,Standard,Yes,Yes,31,Debit Card,Annually
188,19,Male,Shoes,Footwear,94,Georgia,Purple,Spring,3.3,Yes,Credit Card,Store Pickup,Yes,Yes,1,Bank Transfer,Bi-Weekly
189,50,Male,Hoodie,Clothing,53,Arkansas,Pink,Spring,3.1,Yes,Credit Card,Express,Yes,Yes,5,Bank Transfer,Bi-Weekly
190,36,Male,Blouse,Clothing,82,West Virginia,Maroon,Fall,4.4,Yes,Venmo,Next Day Air,Yes,Yes,4,Credit Card,Weekly
191,65,Male,Coat,Outerwear,70,Indiana,Beige,Fall,3,Yes,Venmo,Free Shipping,Yes,Yes,48,Venmo,Quarterly
192,64,Male,Hat,Accessories,76,Utah,Gray,Fall,3.9,Yes,Credit Card,Free Shipping,Yes,Yes,29,Cash,Every 3 Months
193,46,Male,Shoes,Footwear,29,Nebraska,Turquoise,Summer,2.9,Yes,Venmo,Express,Yes,Yes,12,PayPal,Bi-Weekly
194,36,Male,Belt,Accessories,100,North Dakota,Silver,Fall,3,Yes,PayPal,Standard,Yes,Yes,29,Venmo,Annually
195,51,Male,Backpack,Accessories,94,Missouri,Olive,Spring,3.1,Yes,Venmo,Express,Yes,Yes,15,Debit Card,Quarterly
196,51,Male,Jacket,Outerwear,25,New York,Magenta,Fall,4.3,Yes,Credit Card,Free Shipping,Yes,Yes,34,Credit Card,Monthly
197,38,Male,Boots,Footwear,88,Washington,Lavender,Summer,3.9,Yes,Cash,Next Day Air,Yes,Yes,41,Credit Card,Fortnightly
198,59,Male,Scarf,Accessories,78,South Carolina,Black,Fall,3.2,Yes,Debit Card,2-Day Shipping,Yes,Yes,41,Credit Card,Monthly
199,57,Male,Jewelry,Accessories,45,Utah,Turquoise,Winter,4.8,Yes,Cash,Standard,Yes,Yes,39,Credit Card,Fortnightly
200,54,Male,Hat,Accessories,73,Idaho,Green,Summer,3.8,Yes,Debit Card,Express,Yes,Yes,32,Cash,Weekly
201,25,Male,Dress,Clothing,61,Pennsylvania,Teal,Summer,3.3,Yes,PayPal,Next Day Air,Yes,Yes,29,Venmo,Monthly
202,69,Male,Blouse,Clothing,22,Missouri,Beige,Fall,4.3,Yes,Bank Transfer,Free Shipping,Yes,Yes,15,Bank Transfer,Annually
203,57,Male,Hat,Accessories,38,Nebraska,Magenta,Spring,2.7,Yes,Bank Transfer,Express,Yes,Yes,33,Venmo,Annually
204,70,Male,Scarf,Accessories,38,Indiana,Yellow,Fall,3.2,Yes,PayPal,Next Day Air,Yes,Yes,18,Bank Transfer,Weekly
205,24,Male,Sneakers,Footwear,100,Arizona,Yellow,Fall,4,Yes,PayPal,Store Pickup,Yes,Yes,35,Cash,Bi-Weekly
206,67,Male,Shirt,Clothing,64,Hawaii,Silver,Winter,3,Yes,Bank Transfer,Standard,Yes,Yes,25,PayPal,Weekly
207,24,Male,T-shirt,Clothing,55,Wisconsin,Silver,Summer,4.2,Yes,Venmo,Free Shipping,Yes,Yes,6,Venmo,Fortnightly
208,62,Male,Gloves,Accessories,91,Rhode Island,Silver,Summer,2.9,Yes,Venmo,Express,Yes,Yes,17,Bank Transfer,Bi-Weekly
209,57,Male,Skirt,Clothing,38,Wisconsin,Gold,Spring,4.1,Yes,Cash,Store Pickup,Yes,Yes,17,Credit Card,Monthly
210,55,Male,Sandals,Footwear,97,Minnesota,Olive,Winter,3.2,Yes,Bank Transfer,Store Pickup,Yes,Yes,44,Cash,Every 3 Months
211,45,Male,Jacket,Outerwear,22,Vermont,Teal,Fall,3,Yes,Venmo,2-Day Shipping,Yes,Yes,6,PayPal,Fortnightly
212,69,Male,Skirt,Clothing,92,South Dakota,Maroon,Fall,4.2,Yes,Venmo,2-Day Shipping,Yes,Yes,45,Debit Card,Fortnightly
213,67,Male,Handbag,Accessories,84,Virginia,Blue,Fall,4.2,Yes,Venmo,Express,Yes,Yes,7,Debit Card,Annually
214,30,Male,Handbag,Accessories,93,Nevada,Peach,Fall,4.4,Yes,Cash,Store Pickup,Yes,Yes,11,Debit Card,Every 3 Months
215,24,Male,Jacket,Outerwear,50,Hawaii,Blue,Summer,4.2,Yes,Cash,Next Day Air,Yes,Yes,41,Cash,Every 3 Months
216,62,Male,Scarf,Accessories,64,New Jersey,Orange,Spring,2.8,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,24,PayPal,Bi-Weekly
217,43,Male,Shorts,Clothing,61,Massachusetts,Yellow,Spring,3.7,Yes,Cash,Free Shipping,Yes,Yes,21,Venmo,Weekly
218,35,Male,Sunglasses,Accessories,48,Oklahoma,Purple,Winter,3.5,Yes,Venmo,Next Day Air,Yes,Yes,24,Bank Transfer,Annually
219,28,Male,T-shirt,Clothing,45,California,Magenta,Spring,2.9,Yes,Credit Card,Store Pickup,Yes,Yes,8,Credit Card,Quarterly
220,32,Male,Belt,Accessories,88,Nevada,Cyan,Spring,3,Yes,Venmo,Free Shipping,Yes,Yes,12,Cash,Fortnightly
221,39,Male,Sneakers,Footwear,57,Arizona,Indigo,Spring,3.7,Yes,Debit Card,Express,Yes,Yes,48,Debit Card,Fortnightly
222,28,Male,Hat,Accessories,68,North Carolina,Magenta,Summer,4.4,Yes,Debit Card,Store Pickup,Yes,Yes,6,Bank Transfer,Quarterly
223,47,Male,Gloves,Accessories,94,New York,Gray,Spring,4.5,Yes,Venmo,2-Day Shipping,Yes,Yes,14,PayPal,Fortnightly
224,20,Male,Pants,Clothing,41,Wyoming,Turquoise,Spring,4.8,Yes,Venmo,Free Shipping,Yes,Yes,34,PayPal,Annually
225,63,Male,Socks,Clothing,83,South Dakota,Beige,Summer,2.9,Yes,PayPal,Free Shipping,Yes,Yes,12,Cash,Every 3 Months
226,25,Male,Jacket,Outerwear,22,Arkansas,Olive,Spring,3.2,Yes,Debit Card,Next Day Air,Yes,Yes,11,Bank Transfer,Annually
227,29,Male,Shoes,Footwear,74,Texas,Violet,Spring,3.3,Yes,Cash,Free Shipping,Yes,Yes,5,PayPal,Monthly
228,50,Male,Jeans,Clothing,90,Rhode Island,Turquoise,Winter,4.2,Yes,Venmo,Standard,Yes,Yes,25,Venmo,Fortnightly
229,18,Male,Socks,Clothing,79,New Hampshire,White,Spring,2.9,Yes,Credit Card,Store Pickup,Yes,Yes,11,Credit Card,Annually
230,70,Male,Sandals,Footwear,28,Ohio,Silver,Spring,4.6,Yes,Cash,Next Day Air,Yes,Yes,27,PayPal,Every 3 Months
231,66,Male,Scarf,Accessories,88,Utah,Olive,Fall,4.1,Yes,Venmo,Standard,Yes,Yes,43,Credit Card,Annually
232,28,Male,Blouse,Clothing,26,Tennessee,Blue,Spring,3.1,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,18,Debit Card,Every 3 Months
233,54,Male,Jewelry,Accessories,27,Hawaii,Purple,Winter,4.2,Yes,Bank Transfer,Express,Yes,Yes,32,Bank Transfer,Bi-Weekly
234,19,Male,Sweater,Clothing,83,Arizona,Yellow,Fall,4.5,Yes,PayPal,Next Day Air,Yes,Yes,27,Bank Transfer,Every 3 Months
235,20,Male,Gloves,Accessories,39,South Dakota,Silver,Summer,3.7,Yes,PayPal,Next Day Air,Yes,Yes,24,Credit Card,Weekly
236,43,Male,Sunglasses,Accessories,89,New Jersey,Cyan,Winter,3.7,Yes,Cash,Free Shipping,Yes,Yes,31,Debit Card,Quarterly
237,38,Male,Coat,Outerwear,68,North Dakota,Green,Winter,3.4,Yes,Debit Card,Next Day Air,Yes,Yes,39,PayPal,Fortnightly
238,50,Male,Dress,Clothing,90,Iowa,Beige,Summer,3,Yes,Venmo,Store Pickup,Yes,Yes,36,Debit Card,Fortnightly
239,64,Male,Skirt,Clothing,34,Ohio,Peach,Fall,4.2,Yes,Debit Card,Free Shipping,Yes,Yes,5,Cash,Annually
240,49,Male,Pants,Clothing,51,Vermont,Yellow,Summer,2.9,Yes,PayPal,Express,Yes,Yes,47,Credit Card,Bi-Weekly
241,47,Male,Sweater,Clothing,45,Montana,Turquoise,Winter,3.5,Yes,Credit Card,Free Shipping,Yes,Yes,29,Bank Transfer,Fortnightly
242,36,Male,Hoodie,Clothing,88,Delaware,Peach,Winter,4.1,Yes,PayPal,Free Shipping,Yes,Yes,43,Venmo,Bi-Weekly
243,55,Male,Coat,Outerwear,85,New York,Gray,Summer,4.3,Yes,Credit Card,Store Pickup,Yes,Yes,40,Debit Card,Every 3 Months
244,25,Male,Jewelry,Accessories,100,Kentucky,Olive,Winter,2.8,Yes,Credit Card,2-Day Shipping,Yes,Yes,4,Debit Card,Monthly
245,53,Male,Belt,Accessories,42,Oregon,Indigo,Spring,4.9,Yes,Debit Card,2-Day Shipping,Yes,Yes,39,PayPal,Weekly
246,49,Male,Sandals,Footwear,53,Rhode Island,Charcoal,Summer,3.3,Yes,Cash,Next Day Air,Yes,Yes,45,Venmo,Fortnightly
247,35,Male,Sunglasses,Accessories,86,Nevada,Beige,Spring,3.2,Yes,Credit Card,Express,Yes,Yes,20,Venmo,Bi-Weekly
248,29,Male,Sweater,Clothing,66,Montana,Brown,Spring,4.4,Yes,Credit Card,Standard,Yes,Yes,14,Debit Card,Weekly
249,47,Male,Belt,Accessories,100,Pennsylvania,Blue,Winter,4.8,Yes,Venmo,Express,Yes,Yes,33,PayPal,Weekly
250,53,Male,Handbag,Accessories,47,Alaska,Teal,Fall,4.2,Yes,Cash,Standard,Yes,Yes,18,Credit Card,Annually
251,33,Male,Skirt,Clothing,25,Mississippi,Black,Fall,4,Yes,Debit Card,Express,Yes,Yes,9,Bank Transfer,Weekly
252,21,Male,Handbag,Accessories,51,Wyoming,Gold,Winter,2.5,Yes,PayPal,Standard,Yes,Yes,34,PayPal,Annually
253,32,Male,Shorts,Clothing,41,Delaware,Violet,Summer,3.9,Yes,Cash,Free Shipping,Yes,Yes,33,Venmo,Fortnightly
254,52,Male,Boots,Footwear,73,Oklahoma,Cyan,Winter,4.9,Yes,PayPal,2-Day Shipping,Yes,Yes,15,Bank Transfer,Bi-Weekly
255,67,Male,Sunglasses,Accessories,42,Indiana,White,Winter,3.5,Yes,Credit Card,Store Pickup,Yes,Yes,4,PayPal,Bi-Weekly
256,43,Male,Scarf,Accessories,20,Maryland,Charcoal,Spring,4.2,Yes,Debit Card,Free Shipping,Yes,Yes,25,Debit Card,Annually
257,58,Male,Jewelry,Accessories,30,South Dakota,Violet,Spring,4.7,Yes,Venmo,Express,Yes,Yes,20,Credit Card,Every 3 Months
258,20,Male,Handbag,Accessories,53,West Virginia,Red,Summer,4.5,Yes,PayPal,Express,Yes,Yes,5,Credit Card,Quarterly
259,61,Male,Gloves,Accessories,74,Alabama,Lavender,Spring,2.8,Yes,Venmo,Express,Yes,Yes,16,Cash,Quarterly
260,32,Male,Jeans,Clothing,57,Louisiana,Gold,Fall,2.9,Yes,Credit Card,Standard,Yes,Yes,13,Debit Card,Annually
261,38,Male,Hat,Accessories,57,Montana,Red,Winter,3.2,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,11,Credit Card,Every 3 Months
262,21,Male,Jeans,Clothing,77,California,Magenta,Winter,4.9,Yes,Cash,Standard,Yes,Yes,21,Credit Card,Annually
263,37,Male,Pants,Clothing,40,Hawaii,Teal,Summer,3.7,Yes,Cash,Next Day Air,Yes,Yes,6,Debit Card,Annually
264,27,Male,Shorts,Clothing,46,Iowa,Purple,Summer,4.3,Yes,Credit Card,Store Pickup,Yes,Yes,29,Venmo,Monthly
265,36,Male,Pants,Clothing,78,Colorado,Charcoal,Fall,3.9,Yes,Venmo,Store Pickup,Yes,Yes,15,Cash,Annually
266,32,Male,Backpack,Accessories,59,Michigan,Gray,Spring,3.2,Yes,Venmo,2-Day Shipping,Yes,Yes,17,Bank Transfer,Bi-Weekly
267,51,Male,Jewelry,Accessories,75,Louisiana,White,Summer,3.1,Yes,Cash,Express,Yes,Yes,32,Credit Card,Weekly
268,64,Male,Sweater,Clothing,54,Maryland,Olive,Spring,3.9,Yes,Venmo,2-Day Shipping,Yes,Yes,42,Venmo,Annually
269,68,Male,Shoes,Footwear,42,Georgia,Charcoal,Spring,2.6,Yes,Venmo,Store Pickup,Yes,Yes,21,Cash,Monthly
270,68,Male,Blouse,Clothing,44,Georgia,Charcoal,Winter,3.3,Yes,PayPal,Next Day Air,Yes,Yes,9,Cash,Bi-Weekly
271,33,Male,Jeans,Clothing,52,North Dakota,Orange,Fall,4.6,Yes,Debit Card,Free Shipping,Yes,Yes,16,Bank Transfer,Annually
272,65,Male,Sunglasses,Accessories,69,Maryland,Yellow,Summer,4.6,Yes,Credit Card,Express,Yes,Yes,42,Credit Card,Fortnightly
273,48,Male,Jewelry,Accessories,26,Oregon,Beige,Summer,4.4,Yes,PayPal,2-Day Shipping,Yes,Yes,37,Debit Card,Bi-Weekly
274,69,Male,Coat,Outerwear,33,North Dakota,Silver,Spring,4.2,Yes,Cash,Express,Yes,Yes,32,Debit Card,Quarterly
275,59,Male,Jewelry,Accessories,32,Maryland,Indigo,Spring,3,Yes,Credit Card,Express,Yes,Yes,28,Cash,Bi-Weekly
276,48,Male,Backpack,Accessories,85,Virginia,Lavender,Winter,4,Yes,Debit Card,Express,Yes,Yes,13,Credit Card,Weekly
277,25,Male,Skirt,Clothing,30,South Dakota,Turquoise,Fall,3.5,Yes,Debit Card,Express,Yes,Yes,11,Bank Transfer,Fortnightly
278,29,Male,Shirt,Clothing,29,Georgia,Green,Winter,3,Yes,Credit Card,Store Pickup,Yes,Yes,36,Bank Transfer,Bi-Weekly
279,57,Male,Sweater,Clothing,95,Hawaii,Orange,Spring,3.7,Yes,Bank Transfer,Express,Yes,Yes,23,Debit Card,Annually
280,23,Male,Sneakers,Footwear,69,Arkansas,Turquoise,Summer,4,Yes,Credit Card,Standard,Yes,Yes,37,Bank Transfer,Monthly
281,45,Male,Sandals,Footwear,69,Montana,Cyan,Fall,4.2,Yes,Debit Card,2-Day Shipping,Yes,Yes,21,Cash,Bi-Weekly
282,38,Male,Belt,Accessories,61,Oklahoma,Charcoal,Spring,2.5,Yes,Bank Transfer,Standard,Yes,Yes,22,Debit Card,Bi-Weekly
283,21,Male,Skirt,Clothing,94,Minnesota,Teal,Summer,3,Yes,Debit Card,2-Day Shipping,Yes,Yes,9,Cash,Monthly
284,32,Male,Sweater,Clothing,30,Montana,Maroon,Fall,3.2,Yes,Debit Card,Next Day Air,Yes,Yes,16,Venmo,Annually
285,63,Male,Skirt,Clothing,45,Ohio,Red,Summer,3.5,Yes,PayPal,Standard,Yes,Yes,4,PayPal,Quarterly
286,29,Male,Handbag,Accessories,39,Kentucky,Yellow,Summer,4.8,Yes,Credit Card,Express,Yes,Yes,3,Debit Card,Bi-Weekly
287,27,Male,Jewelry,Accessories,51,Nebraska,Gray,Summer,2.6,Yes,Cash,Store Pickup,Yes,Yes,6,Debit Card,Annually
288,56,Male,Scarf,Accessories,37,Delaware,Blue,Spring,3.4,Yes,Cash,2-Day Shipping,Yes,Yes,18,Venmo,Fortnightly
289,30,Male,T-shirt,Clothing,62,North Carolina,Lavender,Winter,3.7,Yes,Credit Card,2-Day Shipping,Yes,Yes,34,Venmo,Bi-Weekly
290,49,Male,Coat,Outerwear,85,New York,Yellow,Fall,4.5,Yes,Debit Card,2-Day Shipping,Yes,Yes,26,Credit Card,Monthly
291,58,Male,T-shirt,Clothing,33,Colorado,Indigo,Winter,3.7,Yes,Bank Transfer,Standard,Yes,Yes,50,PayPal,Weekly
292,57,Male,Dress,Clothing,26,Delaware,Violet,Fall,3.3,Yes,Credit Card,Next Day Air,Yes,Yes,40,Bank Transfer,Monthly
293,60,Male,Shoes,Footwear,99,Utah,Green,Spring,4.7,Yes,Credit Card,Free Shipping,Yes,Yes,24,Cash,Quarterly
294,69,Male,Handbag,Accessories,39,Connecticut,White,Spring,2.7,Yes,PayPal,Express,Yes,Yes,33,PayPal,Annually
295,70,Male,Skirt,Clothing,20,New Jersey,Gold,Spring,4.6,Yes,Cash,Store Pickup,Yes,Yes,19,Credit Card,Every 3 Months
296,53,Male,Sunglasses,Accessories,42,West Virginia,Indigo,Winter,2.7,Yes,Venmo,Store Pickup,Yes,Yes,24,Credit Card,Quarterly
297,25,Male,Sandals,Footwear,74,Indiana,Lavender,Spring,4.8,Yes,PayPal,2-Day Shipping,Yes,Yes,19,Credit Card,Weekly
298,48,Male,Shoes,Footwear,26,Delaware,Purple,Summer,4.4,Yes,Bank Transfer,Standard,Yes,Yes,4,Credit Card,Bi-Weekly
299,69,Male,T-shirt,Clothing,53,Maryland,Lavender,Winter,4,Yes,Cash,Standard,Yes,Yes,11,Venmo,Every 3 Months
300,25,Male,Sneakers,Footwear,80,Pennsylvania,Maroon,Summer,3.2,Yes,Credit Card,Next Day Air,Yes,Yes,28,PayPal,Fortnightly
301,29,Male,Hat,Accessories,98,Iowa,Teal,Spring,4.4,Yes,Cash,Store Pickup,Yes,Yes,24,PayPal,Weekly
302,46,Male,Skirt,Clothing,95,Pennsylvania,Green,Spring,3.8,Yes,Debit Card,Standard,Yes,Yes,25,Credit Card,Every 3 Months
303,37,Male,Sweater,Clothing,44,Delaware,Olive,Summer,3.6,Yes,Venmo,Express,Yes,Yes,27,Bank Transfer,Every 3 Months
304,20,Male,Sandals,Footwear,60,Oregon,Turquoise,Summer,3.3,Yes,Cash,Next Day Air,Yes,Yes,49,Venmo,Weekly
305,40,Male,Dress,Clothing,84,Oregon,Green,Winter,3.4,Yes,Venmo,Next Day Air,Yes,Yes,45,Credit Card,Bi-Weekly
306,60,Male,Sweater,Clothing,59,Utah,Teal,Fall,3.5,Yes,Debit Card,2-Day Shipping,Yes,Yes,26,PayPal,Annually
307,26,Male,Jacket,Outerwear,49,North Dakota,White,Summer,3.6,Yes,Debit Card,Express,Yes,Yes,4,Cash,Annually
308,29,Male,Gloves,Accessories,32,Florida,Orange,Winter,3.2,Yes,Cash,Free Shipping,Yes,Yes,3,Credit Card,Every 3 Months
309,66,Male,Handbag,Accessories,29,Maryland,Beige,Fall,3.7,Yes,Bank Transfer,Standard,Yes,Yes,45,Venmo,Bi-Weekly
310,66,Male,Dress,Clothing,22,Minnesota,Yellow,Spring,4.5,Yes,Bank Transfer,Standard,Yes,Yes,21,Cash,Fortnightly
311,56,Male,Pants,Clothing,85,Montana,Charcoal,Winter,4.6,Yes,Debit Card,Standard,Yes,Yes,50,Cash,Fortnightly
312,69,Male,Jeans,Clothing,52,Rhode Island,Silver,Winter,4.1,Yes,Debit Card,Store Pickup,Yes,Yes,19,Bank Transfer,Monthly
313,38,Male,Pants,Clothing,89,Massachusetts,Green,Spring,3.4,Yes,Bank Transfer,Next Day Air,Yes,Yes,6,PayPal,Annually
314,42,Male,Dress,Clothing,77,Vermont,Pink,Spring,3.7,Yes,PayPal,Express,Yes,Yes,50,Credit Card,Every 3 Months
315,30,Male,Pants,Clothing,24,New Jersey,Purple,Summer,3.3,Yes,PayPal,Store Pickup,Yes,Yes,17,Debit Card,Every 3 Months
316,66,Male,Jewelry,Accessories,24,Wisconsin,Orange,Spring,4.5,Yes,Venmo,Express,Yes,Yes,24,Debit Card,Annually
317,36,Male,Handbag,Accessories,22,California,Charcoal,Fall,3.3,Yes,Bank Transfer,Free Shipping,Yes,Yes,46,Venmo,Monthly
318,58,Male,Sweater,Clothing,82,West Virginia,Teal,Fall,4.3,Yes,Bank Transfer,Standard,Yes,Yes,42,Cash,Every 3 Months
319,45,Male,Backpack,Accessories,67,South Dakota,Beige,Winter,2.5,Yes,PayPal,Standard,Yes,Yes,10,Cash,Annually
320,47,Male,Shorts,Clothing,74,Maine,White,Spring,2.6,Yes,Venmo,Standard,Yes,Yes,1,Cash,Every 3 Months
321,66,Male,Jewelry,Accessories,72,Kansas,White,Summer,4.9,Yes,PayPal,Standard,Yes,Yes,28,Debit Card,Quarterly
322,41,Male,Sneakers,Footwear,36,Vermont,Orange,Summer,4.7,Yes,Credit Card,Free Shipping,Yes,Yes,48,Debit Card,Quarterly
323,41,Male,Belt,Accessories,95,Tennessee,Cyan,Winter,3,Yes,Credit Card,Standard,Yes,Yes,47,Credit Card,Monthly
324,66,Male,Hoodie,Clothing,78,Tennessee,Orange,Winter,3.5,Yes,Venmo,Next Day Air,Yes,Yes,29,PayPal,Bi-Weekly
325,37,Male,Shirt,Clothing,82,Wyoming,Olive,Summer,4.8,Yes,Credit Card,Standard,Yes,Yes,37,Venmo,Quarterly
326,70,Male,Pants,Clothing,70,Vermont,Charcoal,Winter,4.3,Yes,Debit Card,Free Shipping,Yes,Yes,38,Debit Card,Annually
327,62,Male,Scarf,Accessories,41,New Jersey,White,Fall,3.2,Yes,Cash,Store Pickup,Yes,Yes,48,Bank Transfer,Weekly
328,61,Male,Coat,Outerwear,42,Iowa,Teal,Summer,3.1,Yes,PayPal,Free Shipping,Yes,Yes,36,PayPal,Weekly
329,48,Male,Coat,Outerwear,50,Florida,Yellow,Fall,2.8,Yes,Debit Card,Free Shipping,Yes,Yes,9,Credit Card,Weekly
330,70,Male,Socks,Clothing,31,Nevada,White,Summer,2.9,Yes,Debit Card,2-Day Shipping,Yes,Yes,34,Bank Transfer,Monthly
331,46,Male,Sweater,Clothing,51,North Dakota,Beige,Winter,3.7,Yes,Bank Transfer,Express,Yes,Yes,43,Venmo,Bi-Weekly
332,31,Male,Shirt,Clothing,98,Florida,Beige,Fall,3.3,Yes,Credit Card,Store Pickup,Yes,Yes,46,PayPal,Quarterly
333,19,Male,Shirt,Clothing,86,New York,Maroon,Winter,2.8,Yes,Cash,2-Day Shipping,Yes,Yes,5,Credit Card,Monthly
334,39,Male,Sweater,Clothing,64,Alaska,Teal,Winter,4.5,Yes,Cash,Standard,Yes,Yes,15,Bank Transfer,Bi-Weekly
335,41,Male,Blouse,Clothing,46,Kansas,Lavender,Fall,2.6,Yes,PayPal,Next Day Air,Yes,Yes,30,Credit Card,Annually
336,20,Male,Sweater,Clothing,85,Oregon,Maroon,Spring,3.7,Yes,Cash,Standard,Yes,Yes,44,Venmo,Every 3 Months
337,36,Male,Hat,Accessories,81,Rhode Island,Orange,Fall,4.4,Yes,Debit Card,Express,Yes,Yes,16,PayPal,Annually
338,32,Male,Sweater,Clothing,59,New Mexico,Cyan,Winter,4.3,Yes,Cash,2-Day Shipping,Yes,Yes,16,Bank Transfer,Annually
339,69,Male,Hoodie,Clothing,79,Massachusetts,Silver,Winter,3.5,Yes,Venmo,Express,Yes,Yes,16,Cash,Weekly
340,40,Male,Shorts,Clothing,33,Pennsylvania,Teal,Spring,3.8,Yes,Credit Card,2-Day Shipping,Yes,Yes,21,Credit Card,Every 3 Months
341,40,Male,Shorts,Clothing,47,New Jersey,Blue,Summer,3.5,Yes,Cash,Express,Yes,Yes,39,Venmo,Every 3 Months
342,20,Male,Hat,Accessories,20,Utah,Blue,Summer,4.6,Yes,Credit Card,Store Pickup,Yes,Yes,40,Debit Card,Bi-Weekly
343,64,Male,Coat,Outerwear,36,Kentucky,Olive,Spring,2.6,Yes,Bank Transfer,Next Day Air,Yes,Yes,48,Credit Card,Every 3 Months
344,27,Male,Sandals,Footwear,39,Nebraska,Purple,Summer,4.4,Yes,Cash,Next Day Air,Yes,Yes,26,Venmo,Monthly
345,24,Male,Skirt,Clothing,71,Virginia,Charcoal,Winter,4,Yes,PayPal,Standard,Yes,Yes,46,Debit Card,Monthly
346,48,Male,Shoes,Footwear,59,Wyoming,Olive,Winter,4.4,Yes,Cash,Next Day Air,Yes,Yes,27,Bank Transfer,Annually
347,49,Male,Jeans,Clothing,50,New Mexico,Violet,Spring,4.7,Yes,Credit Card,Next Day Air,Yes,Yes,5,Cash,Weekly
348,36,Male,Sandals,Footwear,41,Oregon,Red,Fall,3.9,Yes,Credit Card,Store Pickup,Yes,Yes,43,PayPal,Fortnightly
349,56,Male,Blouse,Clothing,59,South Carolina,Beige,Fall,2.7,Yes,Bank Transfer,Free Shipping,Yes,Yes,17,PayPal,Fortnightly
350,37,Male,Hat,Accessories,87,Arizona,Green,Winter,3.7,Yes,Cash,2-Day Shipping,Yes,Yes,3,Bank Transfer,Bi-Weekly
351,42,Male,Sweater,Clothing,68,Kentucky,Violet,Spring,2.6,Yes,Venmo,2-Day Shipping,Yes,Yes,47,Bank Transfer,Fortnightly
352,28,Male,Skirt,Clothing,90,New York,Teal,Winter,3.9,Yes,Cash,Standard,Yes,Yes,24,Debit Card,Bi-Weekly
353,27,Male,Jeans,Clothing,71,Texas,Yellow,Fall,4.9,Yes,Venmo,Next Day Air,Yes,Yes,12,Cash,Every 3 Months
354,63,Male,Sneakers,Footwear,64,Missouri,Yellow,Fall,4.1,Yes,Credit Card,Store Pickup,Yes,Yes,35,Debit Card,Monthly
355,58,Male,Jewelry,Accessories,76,Pennsylvania,Olive,Fall,3,Yes,PayPal,Free Shipping,Yes,Yes,42,Venmo,Weekly
356,37,Male,Jewelry,Accessories,42,Oregon,Magenta,Fall,4.1,Yes,Credit Card,2-Day Shipping,Yes,Yes,1,PayPal,Every 3 Months
357,56,Male,Pants,Clothing,80,Nevada,Black,Spring,3.8,Yes,Debit Card,Standard,Yes,Yes,27,Cash,Weekly
358,18,Male,Belt,Accessories,56,Arkansas,Olive,Spring,4,Yes,Bank Transfer,Standard,Yes,Yes,16,Credit Card,Bi-Weekly
359,48,Male,Hat,Accessories,25,Minnesota,Magenta,Summer,3.6,Yes,Debit Card,Express,Yes,Yes,36,Credit Card,Every 3 Months
360,31,Male,Sneakers,Footwear,74,Georgia,Olive,Winter,3,Yes,Debit Card,Store Pickup,Yes,Yes,30,Credit Card,Every 3 Months
361,51,Male,Pants,Clothing,30,Rhode Island,Teal,Summer,3,Yes,Bank Transfer,Standard,Yes,Yes,18,Debit Card,Fortnightly
362,65,Male,T-shirt,Clothing,96,Nevada,White,Spring,2.6,Yes,Bank Transfer,Free Shipping,Yes,Yes,45,Cash,Annually
363,53,Male,Sneakers,Footwear,64,Texas,Charcoal,Fall,3.4,Yes,Cash,Free Shipping,Yes,Yes,1,Venmo,Fortnightly
364,55,Male,Shorts,Clothing,88,Florida,Yellow,Winter,3.1,Yes,Cash,Free Shipping,Yes,Yes,42,Bank Transfer,Fortnightly
365,62,Male,Shoes,Footwear,88,North Dakota,Charcoal,Summer,3,Yes,Debit Card,Free Shipping,Yes,Yes,7,Venmo,Every 3 Months
366,55,Male,Gloves,Accessories,88,West Virginia,Gray,Summer,3.7,Yes,PayPal,Standard,Yes,Yes,50,PayPal,Quarterly
367,64,Male,Socks,Clothing,36,Nebraska,Turquoise,Spring,3.5,Yes,Bank Transfer,Store Pickup,Yes,Yes,37,Venmo,Fortnightly
368,52,Male,Dress,Clothing,40,Tennessee,Cyan,Spring,2.8,Yes,Credit Card,Store Pickup,Yes,Yes,18,Bank Transfer,Monthly
369,24,Male,Handbag,Accessories,39,Oklahoma,Charcoal,Spring,4.5,Yes,Venmo,Standard,Yes,Yes,29,Cash,Monthly
370,38,Male,Belt,Accessories,40,Wisconsin,Silver,Summer,3.3,Yes,Cash,Store Pickup,Yes,Yes,45,PayPal,Quarterly
371,59,Male,Scarf,Accessories,34,Oregon,Olive,Winter,3.4,Yes,Credit Card,Express,Yes,Yes,13,PayPal,Weekly
372,27,Male,Sneakers,Footwear,83,North Carolina,Pink,Winter,3.2,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,47,PayPal,Monthly
